 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|                          Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                                                                                                                 |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|     ver     | Date  | Time  |               Sequence                 | #Img |P/MbInt| QPI| QPP| QPB| Format  |Iperiod| #B | FMES | Hdmd | S.R |#Ref | Freq |Coding|RD-opt|Intra upd|8x8Tr| SNRY 1| SNRU 1| SNRV 1| SNRY N| SNRU N| SNRV N|#Bitr I|#Bitr P|#Bitr B|#Bitr IPB|     Total Time   |      Me Time     |
| 19.0/(FRExt)| 11/01 | 21:19 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3732   |           3338   |
| 19.0/(FRExt)| 11/01 | 21:19 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3621   |           3351   |
| 19.0/(FRExt)| 11/02 | 21:32 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3868   |           3503   |
| 19.0/(FRExt)| 11/02 | 21:33 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3733   |           3408   |
| 19.0/(FRExt)| 11/02 | 21:34 |/JM各种版本/JM/bin/foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3726   |           3426   |
| 19.0/(FRExt)| 11/06 | 17:19 |      G:\JM\JM\bin\foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3201   |           2976   |
| 19.0/(FRExt)| 11/06 | 17:47 |      G:\JM\JM\bin\foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           5525   |           5148   |
| 19.0/(FRExt)| 11/06 | 17:48 |      G:\JM\JM\bin\foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3748   |           3488   |
| 19.0/(FRExt)| 11/06 | 19:03 |      G:\JM\JM\bin\foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3827   |           3563   |
| 19.0/(FRExt)| 11/06 | 19:03 |      G:\JM\JM\bin\foreman_part_qcif.yuv|    3 |  0/0  | 28 | 28 | 24 | 176x144 |    0  |  0 |  FFS |  022 |  32 |  5  | 30.00| CAVLC|   1  |   OFF   |  0  | 37.427| 41.282| 42.818| 37.009| 41.016| 42.675| 219840| 120800|      0|   342320|           3739   |           3480   |
